time,open,high,low,close
2025-02-02T18:00:00-05:00,2802.322,2809.59,2792.56,2802.038
2025-02-02T18:15:00-05:00,2801.312,2803.09,2788.28,2792.06
2025-02-02T18:30:00-05:00,2792.107,2794.23,2784.078,2792.34
2025-02-02T18:45:00-05:00,2792.52,2795.08,2788.88,2793.58
2025-02-02T19:00:00-05:00,2793.58,2796.33,2791.118,2793.64
2025-02-02T19:15:00-05:00,2793.607,2795.52,2789.575,2793.7
2025-02-02T19:30:00-05:00,2793.71,2796.142,2791.118,2794.69
2025-02-02T19:45:00-05:00,2794.66,2795.69,2790.458,2792.19
2025-02-02T20:00:00-05:00,2792.005,2792.2,2782.375,2785.345
2025-02-02T20:15:00-05:00,2785.7,2785.712,2781.115,2782.17
2025-02-02T20:30:00-05:00,2782.19,2784.62,2780.508,2783.47
2025-02-02T20:45:00-05:00,2783.46,2783.93,2777.845,2782.25
2025-02-02T21:00:00-05:00,2782.25,2782.75,2775.438,2778.59
2025-02-02T21:15:00-05:00,2778.62,2781.4,2776.815,2777.978
2025-02-02T21:30:00-05:00,2777.978,2780.045,2773.345,2775.745
2025-02-02T21:45:00-05:00,2776.04,2778.32,2774.985,2778.18
2025-02-02T22:00:00-05:00,2777.935,2778.52,2774.308,2775.165
2025-02-02T22:15:00-05:00,2775.367,2776.16,2773.568,2775.46
2025-02-02T22:30:00-05:00,2775.406,2776.51,2771.885,2773.79
2025-02-02T22:45:00-05:00,2773.798,2776.23,2772.425,2774.46
2025-02-02T23:00:00-05:00,2774.41,2783.12,2773.935,2782.68
2025-02-02T23:15:00-05:00,2782.526,2783.02,2778.635,2779.32
2025-02-02T23:30:00-05:00,2779.228,2781.63,2776.805,2779.932
2025-02-02T23:45:00-05:00,2779.932,2781.54,2779.238,2780.667
2025-02-03T00:00:00-05:00,2780.658,2782.37,2779.775,2781.4
2025-02-03T00:15:00-05:00,2781.25,2785,2780.955,2784.572
2025-02-03T00:30:00-05:00,2784.572,2785.18,2782.535,2783.44
2025-02-03T00:45:00-05:00,2783.35,2784.29,2782.555,2782.978
2025-02-03T01:00:00-05:00,2783.028,2785,2782.738,2784.78
2025-02-03T01:15:00-05:00,2784.73,2787.73,2783.715,2786.818
2025-02-03T01:30:00-05:00,2786.99,2788.13,2784.808,2785.09
2025-02-03T01:45:00-05:00,2784.987,2787.34,2783.778,2786.75
2025-02-03T02:00:00-05:00,2786.75,2789.14,2785.768,2788.25
2025-02-03T02:15:00-05:00,2788.16,2788.42,2785.715,2786.87
2025-02-03T02:30:00-05:00,2786.93,2789.68,2785.095,2788.94
2025-02-03T02:45:00-05:00,2788.838,2789.88,2786.792,2789.175
2025-02-03T03:00:00-05:00,2789.36,2794.26,2786.755,2793.238
2025-02-03T03:15:00-05:00,2793.095,2798.81,2792.475,2797.588
2025-02-03T03:30:00-05:00,2797.88,2800.58,2797.108,2798.205
2025-02-03T03:45:00-05:00,2798.41,2799.25,2796.245,2796.565
2025-02-03T04:00:00-05:00,2796.565,2798.52,2795.945,2797.83
2025-02-03T04:15:00-05:00,2797.787,2798.71,2794.485,2798.13
2025-02-03T04:30:00-05:00,2797.872,2800.86,2796.488,2798.9
2025-02-03T04:45:00-05:00,2798.778,2799.26,2795.765,2796.35
2025-02-03T05:00:00-05:00,2796.37,2796.86,2793.125,2795.32
2025-02-03T05:15:00-05:00,2795.31,2796.11,2793.965,2795.042
2025-02-03T05:30:00-05:00,2795.035,2796.86,2792.765,2796.658
2025-02-03T05:45:00-05:00,2796.69,2800.14,2795.985,2798.09
2025-02-03T06:00:00-05:00,2798.018,2804.27,2797.705,2802.01
2025-02-03T06:15:00-05:00,2801.608,2802.27,2798.305,2798.495
2025-02-03T06:30:00-05:00,2798.71,2800.25,2798.115,2799.975
2025-02-03T06:45:00-05:00,2800.25,2801.64,2799.385,2801.147
2025-02-03T07:00:00-05:00,2801.147,2802.32,2800.208,2801.47
2025-02-03T07:15:00-05:00,2801.47,2804.51,2800.635,2803.47
2025-02-03T07:30:00-05:00,2803.278,2809.11,2801.738,2808.56
2025-02-03T07:45:00-05:00,2808.57,2810.76,2807.758,2810.29
2025-02-03T08:00:00-05:00,2810.66,2811.74,2807.208,2809.65
2025-02-03T08:15:00-05:00,2809.66,2811.86,2808.988,2810.155
2025-02-03T08:30:00-05:00,2810.32,2811.01,2807.855,2808.56
2025-02-03T08:45:00-05:00,2808.69,2811.3,2807.925,2810.875
2025-02-03T09:00:00-05:00,2810.95,2814.74,2808.81,2814.27
2025-02-03T09:15:00-05:00,2814.4,2815.53,2813.135,2814.34
2025-02-03T09:30:00-05:00,2814.307,2819.3,2813.695,2818.59
2025-02-03T09:45:00-05:00,2818.54,2830.57,2818.098,2830.04
